id,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,release_date,anio,mes_num,nombre_mes,dia
13241,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,ds,2008,misc,takara tomy,0.0,0.0,0.05,0.0,0.05,2008-11-05 00:00:00,2008,11,november,5
13242,GrimGrimoire,ps2,2007,strategy,tecmo koei,0.01,0.01,0.03,0.0,0.05,2007-06-11 00:00:00,2007,6,june,11
13243,J-League '96 Dream Stadium,snes,1996,sports,hudson soft,0.0,0.0,0.05,0.0,0.05,1996-08-07 00:00:00,1996,8,august,7
13244,Capcom vs. SNK: Millennium Fight 2000 Pro,dc,2001,fighting,capcom,0.0,0.0,0.05,0.0,0.05,2001-10-25 00:00:00,2001,10,october,25
13245,Golden Axe: The Duel,sat,1994,fighting,sega,0.0,0.0,0.05,0.0,0.05,1994-08-05 00:00:00,1994,8,august,5
13246,Crime Life: Gang Wars,xb,2005,action,konami digital entertainment,0.04,0.01,0.0,0.0,0.05,2005-06-15 00:00:00,2005,6,june,15
13247,Tokimeki Memorial: Girls Side 1st Love,ds,2007,adventure,konami digital entertainment,0.0,0.0,0.05,0.0,0.05,2007-05-16 00:00:00,2007,5,may,16
13248,Putty Squad,psv,2013,platform,system 3,0.02,0.02,0.0,0.01,0.05,2013-04-30 00:00:00,2013,4,april,30
13249,Rugby 2005,xb,2005,sports,electronic arts,0.04,0.01,0.0,0.0,0.05,2005-07-24 00:00:00,2005,7,july,24
13250,Rock 'N Roll Racing,gba,2003,racing,activision,0.03,0.01,0.0,0.0,0.05,2003-06-03 00:00:00,2003,6,june,3
13251,Taito Legends,xb,2005,misc,empire interactive,0.04,0.01,0.0,0.0,0.05,2005-01-23 00:00:00,2005,1,january,23
13252,Far Cry,pc,2004,shooter,ubisoft,0.0,0.04,0.0,0.01,0.05,2004-11-02 00:00:00,2004,11,november,2
13253,Silhouette Mirage,ps,1998,platform,esp,0.03,0.02,0.0,0.0,0.05,1998-09-22 00:00:00,1998,9,september,22
13254,Dynasty Warriors Vol. 2,psp,2006,action,tecmo koei,0.04,0.0,0.0,0.0,0.05,2006-05-16 00:00:00,2006,5,may,16
13255,Treasure Report: Kikai Jikake no Isan,ds,2011,adventure,namco bandai games,0.0,0.0,0.05,0.0,0.05,2011-09-20 00:00:00,2011,9,september,20
13256,Growlanser VI: Precarious World,ps2,2007,role-playing,atlus,0.0,0.0,0.05,0.0,0.05,2007-03-12 00:00:00,2007,3,march,12
13257,Block Kuzushi,snes,1995,puzzle,pow,0.0,0.0,0.05,0.0,0.05,1995-08-06 00:00:00,1995,8,august,6
13258,Boing! Docomodake DS,ds,2007,puzzle,ignition entertainment,0.04,0.0,0.0,0.0,0.05,2007-02-03 00:00:00,2007,2,february,3
13259,American Bass Challenge,gba,2001,sports,starfish,0.03,0.01,0.0,0.0,0.05,2001-01-24 00:00:00,2001,1,january,24
13260,American Chopper 2: Full Throttle,gc,2005,racing,activision,0.04,0.01,0.0,0.0,0.05,2005-01-27 00:00:00,2005,1,january,27
13261,Secret Service,x360,2008,action,activision value,0.04,0.0,0.0,0.0,0.05,2008-01-07 00:00:00,2008,1,january,7
13262,Sword Art Online: Game Director's Edition,ps4,2015,role-playing,namco bandai games,0.0,0.0,0.05,0.0,0.05,2015-03-04 00:00:00,2015,3,march,4
13263,Ultimate Ghosts 'n Goblins (JP sales),psp,2006,platform,capcom,0.0,0.0,0.05,0.0,0.05,2006-04-11 00:00:00,2006,4,april,11
13264,Rugby 06,ps2,2006,sports,electronic arts,0.02,0.02,0.0,0.01,0.05,2006-08-17 00:00:00,2006,8,august,17
13265,Fatal Frame II: Crimson Butterfly Director's Cut,xb,2004,action,microsoft game studios,0.04,0.01,0.0,0.0,0.05,2004-06-19 00:00:00,2004,6,june,19
13266,Deadliest Catch: Alaskan Storm,x360,2008,sports,navarre corp,0.04,0.0,0.0,0.0,0.05,2008-11-15 00:00:00,2008,11,november,15
13267,2002 FIFA World Cup,gc,2002,sports,electronic arts,0.04,0.01,0.0,0.0,0.05,2002-09-02 00:00:00,2002,9,september,2
13268,Colin McRae Rally 2005,xb,2004,racing,codemasters,0.04,0.01,0.0,0.0,0.05,2004-02-26 00:00:00,2004,2,february,26
13269,Kamen Rider: Battride War Genesis,psv,2016,action,namco bandai games,0.0,0.0,0.05,0.0,0.05,2016-07-04 00:00:00,2016,7,july,4
13270,Venus & Braves: Majo to Megami to Horobi no Yogen,psp,2011,role-playing,namco bandai games,0.0,0.0,0.05,0.0,0.05,2011-04-09 00:00:00,2011,4,april,9
13271,Ship Simulator Extremes,pc,2010,simulation,paradox interactive,0.0,0.04,0.0,0.01,0.05,2010-10-30 00:00:00,2010,10,october,30
13272,Zoop,ps,1995,puzzle,mediaquest,0.03,0.02,0.0,0.0,0.05,1995-11-08 00:00:00,1995,11,november,8
13273,Powerful Golf,ds,2011,sports,konami digital entertainment,0.0,0.0,0.05,0.0,0.05,2011-03-29 00:00:00,2011,3,march,29
13274,Saiyuki: Journey West,ps,1999,strategy,tecmo koei,0.03,0.02,0.0,0.0,0.05,1999-11-05 00:00:00,1999,11,november,5
13275,Detective Conan: Marionette Symphony,3ds,2013,adventure,namco bandai games,0.0,0.0,0.05,0.0,0.05,2013-06-30 00:00:00,2013,6,june,30
13276,FIFA Soccer 10,pc,2009,sports,electronic arts,0.0,0.04,0.0,0.01,0.05,2009-10-31 00:00:00,2009,10,october,31
13277,Amnesia Crowd,psp,2013,misc,idea factory,0.0,0.0,0.05,0.0,0.05,2013-03-16 00:00:00,2013,3,march,16
13278,American Chopper 2: Full Throttle,xb,2005,racing,zoo digital publishing,0.04,0.01,0.0,0.0,0.05,2005-04-22 00:00:00,2005,4,april,22
13279,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,ps2,2008,misc,hackberry,0.0,0.0,0.05,0.0,0.05,2008-10-16 00:00:00,2008,10,october,16
13281,Ribbit King,gc,2003,sports,atari,0.04,0.01,0.0,0.0,0.05,2003-06-04 00:00:00,2003,6,june,4
13282,VR Soccer '96,ps,1996,sports,gremlin interactive ltd,0.03,0.02,0.0,0.0,0.05,1996-03-29 00:00:00,1996,3,march,29
13283,Smash Court Tennis 3,psp,2007,sports,namco bandai games,0.01,0.01,0.01,0.01,0.05,2007-09-11 00:00:00,2007,9,september,11
13284,Diabolik Lovers,psp,2012,adventure,idea factory,0.0,0.0,0.05,0.0,0.05,2012-04-29 00:00:00,2012,4,april,29
13285,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,ds,2008,action,konami digital entertainment,0.0,0.0,0.05,0.0,0.05,2008-07-26 00:00:00,2008,7,july,26
13286,Summoner: A Goddess Reborn,gc,2003,role-playing,thq,0.04,0.01,0.0,0.0,0.05,2003-07-29 00:00:00,2003,7,july,29
13287,Saints Row: Gat out of Hell,ps4,2015,action,deep silver,0.0,0.04,0.0,0.01,0.05,2015-07-08 00:00:00,2015,7,july,8
13288,Rock of the Dead,ps3,2010,shooter,conspiracy entertainment,0.04,0.0,0.0,0.0,0.05,2010-01-01 00:00:00,2010,1,january,1
13289,The Sims,pc,2000,simulation,electronic arts,0.01,0.03,0.0,0.01,0.05,2000-12-20 00:00:00,2000,12,december,20
13290,Wasteland 2,xone,2015,role-playing,deep silver,0.04,0.01,0.0,0.0,0.05,2015-06-11 00:00:00,2015,6,june,11
13291,Cesar Millan's Dog Whisperer,ds,2008,simulation,ubisoft,0.04,0.0,0.0,0.0,0.05,2008-07-19 00:00:00,2008,7,july,19
13292,E.X. Troopers,ps3,2012,shooter,capcom,0.0,0.0,0.05,0.0,0.05,2012-06-05 00:00:00,2012,6,june,5
13293,Kiniro no Corda 2 Encore,ps2,2007,role-playing,tecmo koei,0.0,0.0,0.05,0.0,0.05,2007-10-28 00:00:00,2007,10,october,28
13294,Jewel Quest Mysteries,ds,2009,puzzle,astragon,0.03,0.01,0.0,0.0,0.05,2009-01-13 00:00:00,2009,1,january,13
13295,Moon,ds,2009,adventure,mastiff,0.04,0.0,0.0,0.0,0.05,2009-11-24 00:00:00,2009,11,november,24
13296,M&M's Adventure,ds,2008,adventure,zoo digital publishing,0.04,0.0,0.0,0.0,0.05,2008-05-02 00:00:00,2008,5,may,2
13297,ESPN Great Outdoor Games Bass 2002,gba,2001,sports,konami digital entertainment,0.03,0.01,0.0,0.0,0.05,2001-06-06 00:00:00,2001,6,june,6
13298,Soul Eater: Plot of Medusa,ds,2008,action,namco bandai games,0.0,0.0,0.05,0.0,0.05,2008-05-21 00:00:00,2008,5,may,21
13299,Payday 2,pc,2013,shooter,505 games,0.04,0.0,0.0,0.0,0.05,2013-11-10 00:00:00,2013,11,november,10
13300,Grand Ages: Medieval,pc,2015,strategy,kalypso media,0.0,0.04,0.0,0.0,0.05,2015-03-04 00:00:00,2015,3,march,4
13301,Handball 16,ps3,2015,sports,bigben interactive,0.0,0.04,0.0,0.01,0.05,2015-11-12 00:00:00,2015,11,november,12
13302,Gummy Bears Mini Golf,ds,2010,sports,storm city games,0.04,0.0,0.0,0.0,0.05,2010-07-31 00:00:00,2010,7,july,31
13303,Company of Heroes,pc,2006,strategy,thq,0.0,0.04,0.0,0.01,0.05,2006-06-23 00:00:00,2006,6,june,23
13304,Rock Band Country Track Pack 2,x360,2011,misc,mtv games,0.04,0.0,0.0,0.0,0.05,2011-04-05 00:00:00,2011,4,april,5
13305,Color Cross,ds,2008,misc,rising star games,0.04,0.0,0.0,0.0,0.05,2008-02-29 00:00:00,2008,2,february,29
13306,Gaist Crusher,3ds,2013,action,capcom,0.0,0.0,0.05,0.0,0.05,2013-02-08 00:00:00,2013,2,february,8
13307,Punch King,gba,2002,fighting,acclaim entertainment,0.03,0.01,0.0,0.0,0.05,2002-05-24 00:00:00,2002,5,may,24
13308,Silent Hunter: Wolves of the Pacific,pc,2007,simulation,ubisoft,0.0,0.04,0.0,0.01,0.05,2007-03-02 00:00:00,2007,3,march,2
13309,World Championship Pool 2004,ps2,2004,sports,jaleco,0.02,0.02,0.0,0.01,0.05,2004-05-30 00:00:00,2004,5,may,30
13310,V-Rally 3,gba,2002,racing,atari,0.03,0.01,0.0,0.0,0.05,2002-09-29 00:00:00,2002,9,september,29
13311,The Dark Spire,ds,2008,role-playing,success,0.04,0.0,0.0,0.0,0.05,2008-08-30 00:00:00,2008,8,august,30
13312,Kakuto Chojin,xb,2002,fighting,microsoft game studios,0.04,0.01,0.0,0.0,0.05,2002-07-19 00:00:00,2002,7,july,19
13313,Beyond Oasis,gen,1993,role-playing,sega,0.0,0.0,0.05,0.0,0.05,1993-09-27 00:00:00,1993,9,september,27
13314,Forza Motorsport 3: Ultimate Edition,x360,2010,racing,microsoft game studios,0.0,0.04,0.0,0.01,0.05,2010-01-02 00:00:00,2010,1,january,2
13315,Robotech: Invasion,xb,2004,shooter,global star,0.04,0.01,0.0,0.0,0.05,2004-11-08 00:00:00,2004,11,november,8
13316,Wii de Asobu Chibi-Robo!,wii,2009,adventure,nintendo,0.0,0.0,0.05,0.0,0.05,2009-02-03 00:00:00,2009,2,february,3
13317,Romance of the Three Kingdoms VI: Awakening of the Dragon,ps,1998,strategy,tecmo koei,0.03,0.02,0.0,0.0,0.05,1998-09-17 00:00:00,1998,9,september,17
13318,To Heart 2 DX Plus,ps3,2011,adventure,aqua plus,0.0,0.0,0.05,0.0,0.05,2011-04-28 00:00:00,2011,4,april,28
13319,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,psp,2011,adventure,namco bandai games,0.0,0.0,0.05,0.0,0.05,2011-07-15 00:00:00,2011,7,july,15
13320,Naruto: Uzumaki Chronicles 2 (JP sales),ps2,2006,action,namco bandai games,0.0,0.0,0.05,0.0,0.05,2006-10-15 00:00:00,2006,10,october,15
13321,Frogger: Ancient Shadow,gc,2005,platform,konami digital entertainment,0.04,0.01,0.0,0.0,0.05,2005-03-11 00:00:00,2005,3,march,11
13322,Snoopy vs the Red Baron,psp,2006,adventure,namco bandai games,0.04,0.0,0.0,0.0,0.05,2006-12-03 00:00:00,2006,12,december,3
13323,Jonah Lomu Rugby Challenge,pc,2011,sports,home entertainment suppliers,0.0,0.04,0.0,0.01,0.05,2011-11-11 00:00:00,2011,11,november,11
13324,Pet Vet: Down Under,ds,2009,simulation,deep silver,0.04,0.0,0.0,0.0,0.05,2009-10-21 00:00:00,2009,10,october,21
13325,World Series of Poker: Tournament of Champions 2007 Edition,wii,2006,misc,activision,0.04,0.0,0.0,0.0,0.05,2006-11-16 00:00:00,2006,11,november,16
13326,National Geographic Challenge!,ps3,2011,misc,black bean games,0.01,0.03,0.0,0.01,0.05,2011-10-19 00:00:00,2011,10,october,19
13327,Raze's Hell,xb,2005,shooter,majesco entertainment,0.04,0.01,0.0,0.0,0.05,2005-08-02 00:00:00,2005,8,august,2
13328,Rain (2013),ps3,2013,adventure,sony computer entertainment,0.0,0.0,0.05,0.0,0.05,2013-01-01 00:00:00,2013,1,january,1
13329,Billy the Wizard: Rocket Broomstick Racing,wii,2007,racing,metro 3d,0.04,0.0,0.0,0.0,0.05,2007-09-18 00:00:00,2007,9,september,18
13330,Pool Party,wii,2007,sports,southpeak games,0.04,0.0,0.0,0.0,0.05,2007-05-12 00:00:00,2007,5,may,12
13331,Microsoft Train Simulator,pc,2001,simulation,microsoft game studios,0.0,0.04,0.0,0.01,0.05,2001-09-22 00:00:00,2001,9,september,22
13332,Shin Megami Tensei NINE,xb,2002,role-playing,atlus,0.0,0.0,0.05,0.0,0.05,2002-12-02 00:00:00,2002,12,december,2
13333,Magic Carpet,ps,1995,shooter,electronic arts,0.03,0.02,0.0,0.0,0.05,1995-11-05 00:00:00,1995,11,november,5
13334,Hoshigami: Ruining Blue Earth,ps,2001,role-playing,max five,0.03,0.02,0.0,0.0,0.05,2001-01-24 00:00:00,2001,1,january,24
13335,GunPey DS,ds,2006,puzzle,atari,0.04,0.0,0.0,0.0,0.05,2006-12-13 00:00:00,2006,12,december,13
13336,Cabela's African Safari,psp,2006,sports,activision value,0.04,0.0,0.0,0.0,0.05,2006-02-09 00:00:00,2006,2,february,9
13337,Wing Island,wii,2006,simulation,konami digital entertainment,0.03,0.01,0.01,0.0,0.05,2006-09-05 00:00:00,2006,9,september,5
13338,Utawarerumono: Itsuwari no Kamen,ps3,2015,adventure,aqua plus,0.0,0.0,0.05,0.0,0.05,2015-05-19 00:00:00,2015,5,may,19
13339,Clever Kids: Creepy Crawlies,ds,2009,action,midas interactive entertainment,0.0,0.04,0.0,0.0,0.05,2009-10-17 00:00:00,2009,10,october,17
13340,Supreme Commander,pc,2007,strategy,thq,0.0,0.04,0.0,0.01,0.05,2007-01-11 00:00:00,2007,1,january,11
13341,NightCaster II: Equinox,xb,2002,action,jaleco,0.03,0.01,0.0,0.0,0.05,2002-02-06 00:00:00,2002,2,february,6
13342,F1 2015,pc,2015,racing,codemasters,0.0,0.04,0.0,0.0,0.05,2015-02-04 00:00:00,2015,2,february,4
13343,SD Gundam G Generation World,wii,2011,strategy,namco bandai games,0.0,0.0,0.05,0.0,0.05,2011-02-26 00:00:00,2011,2,february,26
13344,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,ds,2008,role-playing,square enix,0.0,0.0,0.05,0.0,0.05,2008-01-21 00:00:00,2008,1,january,21
13345,Galaxy Racers,ds,2010,racing,ubisoft,0.04,0.0,0.0,0.0,0.05,2010-04-26 00:00:00,2010,4,april,26
13346,Wonder World Amusement Park,wii,2008,misc,majesco entertainment,0.04,0.0,0.0,0.0,0.05,2008-04-27 00:00:00,2008,4,april,27
13347,Bubble Bobble Revolution,ds,2005,puzzle,atari,0.04,0.0,0.0,0.0,0.05,2005-03-19 00:00:00,2005,3,march,19
13348,Game of Thrones (Telltale),ps4,2015,adventure,telltale games,0.04,0.0,0.0,0.01,0.05,2015-04-09 00:00:00,2015,4,april,9
13349,Time Crisis: Project Titan,ps,2001,shooter,namco bandai games,0.03,0.02,0.0,0.0,0.05,2001-06-09 00:00:00,2001,6,june,9
13350,Ys: The Ark of Napishtim,psp,2006,role-playing,konami digital entertainment,0.04,0.0,0.0,0.0,0.05,2006-10-20 00:00:00,2006,10,october,20
13351,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,ds,2011,action,namco bandai games,0.0,0.0,0.05,0.0,0.05,2011-11-25 00:00:00,2011,11,november,25
13352,Crusader: No Remorse,ps,1996,adventure,electronic arts,0.03,0.02,0.0,0.0,0.05,1996-09-02 00:00:00,1996,9,september,2
13353,Black & Bruised,gc,2003,fighting,vivendi games,0.04,0.01,0.0,0.0,0.05,2003-11-16 00:00:00,2003,11,november,16
13354,MiniCopter: Adventure Flight,wii,2007,simulation,505 games,0.04,0.0,0.0,0.0,0.05,2007-09-09 00:00:00,2007,9,september,9
13355,Shaun the Sheep,ds,2008,adventure,d3publisher,0.04,0.0,0.0,0.0,0.05,2008-07-05 00:00:00,2008,7,july,5
13356,Fast & Furious: Showdown,x360,2013,action,activision,0.0,0.04,0.0,0.0,0.05,2013-04-23 00:00:00,2013,4,april,23
13357,World Championship Poker: Featuring Howard Lederer - All In,x360,2006,misc,oxygen interactive,0.04,0.0,0.0,0.0,0.05,2006-08-31 00:00:00,2006,8,august,31
13358,Test Drive: Ferrari Legends,x360,2012,racing,atari,0.04,0.0,0.0,0.0,0.05,2012-09-27 00:00:00,2012,9,september,27
13359,Tom Clancy's Rainbow Six: Lockdown,gc,2005,shooter,ubisoft,0.04,0.01,0.0,0.0,0.05,2005-12-04 00:00:00,2005,12,december,4
13360,FIFA Manager 12,pc,2011,sports,electronic arts,0.0,0.03,0.0,0.01,0.05,2011-03-16 00:00:00,2011,3,march,16
13361,Full Spectrum Warrior: Ten Hammers,xb,2006,strategy,thq,0.03,0.01,0.0,0.0,0.05,2006-01-07 00:00:00,2006,1,january,7
13362,River City Soccer Hooligans,ds,2010,sports,arc system works,0.04,0.0,0.01,0.0,0.05,2010-05-02 00:00:00,2010,5,may,2
13363,Shin Hayarigami,psv,2014,adventure,nippon ichi software,0.0,0.0,0.05,0.0,0.05,2014-09-06 00:00:00,2014,9,september,6
13364,TMNT,ds,2007,action,ubisoft,0.03,0.01,0.0,0.0,0.05,2007-07-31 00:00:00,2007,7,july,31
13365,Turok: Dinosaur Hunter,n64,1997,shooter,acclaim entertainment,0.0,0.0,0.05,0.0,0.05,1997-02-25 00:00:00,1997,2,february,25
13366,Puyo Puyo Tetris,psv,2014,puzzle,sega,0.0,0.0,0.05,0.0,0.05,2014-10-14 00:00:00,2014,10,october,14
13367,Taiko no Tatsujin Portable 2,psp,2006,misc,namco bandai games,0.0,0.0,0.05,0.0,0.05,2006-03-17 00:00:00,2006,3,march,17
13368,Gitaroo Man,ps2,2001,misc,thq,0.02,0.02,0.0,0.01,0.05,2001-04-03 00:00:00,2001,4,april,3
13369,Super Bubble Pop,gc,2003,puzzle,jaleco,0.04,0.01,0.0,0.0,0.05,2003-08-24 00:00:00,2003,8,august,24
13370,Mafia,pc,2002,action,take-two interactive,0.0,0.04,0.0,0.01,0.05,2002-08-31 00:00:00,2002,8,august,31
13371,Rapala Fishing Frenzy 2009,x360,2008,sports,activision,0.04,0.0,0.0,0.0,0.05,2008-10-04 00:00:00,2008,10,october,4
13372,Ride to Hell,ps3,2013,racing,deep silver,0.02,0.02,0.0,0.01,0.05,2013-07-18 00:00:00,2013,7,july,18
13373,Arctic Tale,wii,2007,adventure,zoo digital publishing,0.04,0.0,0.0,0.0,0.05,2007-09-17 00:00:00,2007,9,september,17
13374,Balloon Pop,wii,2007,puzzle,505 games,0.04,0.0,0.0,0.0,0.05,2007-06-23 00:00:00,2007,6,june,23
13375,XBLAZE Code: Embryo,psv,2013,adventure,arc system works,0.03,0.0,0.01,0.01,0.05,2013-08-07 00:00:00,2013,8,august,7
13376,Black Mirror 2,pc,2009,adventure,dtp entertainment,0.0,0.04,0.0,0.01,0.05,2009-05-22 00:00:00,2009,5,may,22
13377,Time Travelers,psv,2012,adventure,level 5,0.0,0.0,0.05,0.0,0.05,2012-04-01 00:00:00,2012,4,april,1
13378,Amnesia Later,psp,2012,misc,idea factory,0.0,0.0,0.05,0.0,0.05,2012-11-22 00:00:00,2012,11,november,22
13379,B-Boy,psp,2006,misc,sony computer entertainment,0.04,0.0,0.0,0.0,0.05,2006-04-19 00:00:00,2006,4,april,19
13380,Cocoto Kart Racer,ds,2004,racing,big ben interactive,0.04,0.0,0.0,0.0,0.05,2004-01-02 00:00:00,2004,1,january,2
13381,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,psv,2011,adventure,chunsoft,0.0,0.0,0.05,0.0,0.05,2011-08-14 00:00:00,2011,8,august,14
13382,Intellivision Lives!,xb,2004,misc,crave entertainment,0.03,0.01,0.0,0.0,0.05,2004-12-27 00:00:00,2004,12,december,27
13383,Crazy Chicken: Atlantis Quest,ds,2007,platform,phenomedia,0.04,0.0,0.0,0.0,0.05,2007-05-04 00:00:00,2007,5,may,4
13384,Test Drive Le Mans,ps,1999,racing,infogrames,0.03,0.02,0.0,0.0,0.05,1999-06-09 00:00:00,1999,6,june,9
13385,Counter Force,wii,2007,shooter,505 games,0.04,0.0,0.0,0.0,0.05,2007-06-13 00:00:00,2007,6,june,13
13386,Monster Jam: Maximum Destruction,gc,2002,racing,ubisoft,0.04,0.01,0.0,0.0,0.05,2002-07-05 00:00:00,2002,7,july,5
13387,Professor Heinz Wolff's Gravity,ds,2008,puzzle,deep silver,0.04,0.0,0.0,0.0,0.05,2008-06-01 00:00:00,2008,6,june,1
13388,Fantastic Four: Rise of the Silver Surfer,wii,2007,action,take-two interactive,0.04,0.01,0.0,0.0,0.05,2007-06-30 00:00:00,2007,6,june,30
13389,Big Air Freestyle,gc,2002,racing,atari,0.04,0.01,0.0,0.0,0.05,2002-07-09 00:00:00,2002,7,july,9
13390,Rimo-Cocoron,ps2,2001,action,sony computer entertainment,0.0,0.0,0.05,0.0,0.05,2001-01-13 00:00:00,2001,1,january,13
13391,Rugby World Cup 2015,x360,2015,sports,ubisoft,0.0,0.04,0.0,0.0,0.05,2015-11-19 00:00:00,2015,11,november,19
13392,Mike Tyson Heavyweight Boxing,xb,2002,sports,codemasters,0.03,0.01,0.0,0.0,0.05,2002-06-07 00:00:00,2002,6,june,7
13393,To Love-Ru Trouble Darkness: Battle Ecstasy,psv,2014,action,furyu,0.0,0.0,0.05,0.0,0.05,2014-01-15 00:00:00,2014,1,january,15
13394,The Berenstain Bears and the Spooky Old Tree,gba,2005,platform,namco bandai games,0.03,0.01,0.0,0.0,0.05,2005-09-09 00:00:00,2005,9,september,9
13395,Lux-Pain,ds,2008,adventure,rising star games,0.04,0.0,0.0,0.0,0.05,2008-05-30 00:00:00,2008,5,may,30
13396,Ford Bold Moves Street Racing,psp,2006,racing,xplosiv,0.04,0.0,0.0,0.0,0.05,2006-06-12 00:00:00,2006,6,june,12
13397,Cabela's Trophy Bucks,x360,2007,sports,activision value,0.04,0.0,0.0,0.0,0.05,2007-09-15 00:00:00,2007,9,september,15
13398,Hakuouki: Bakumatsu Musou Roku,psp,2012,action,idea factory,0.0,0.0,0.05,0.0,0.05,2012-04-14 00:00:00,2012,4,april,14
13399,Mahjong 3D: Warriors of the Emperor,3ds,2011,misc,dtp entertainment,0.0,0.04,0.0,0.01,0.05,2011-07-19 00:00:00,2011,7,july,19
13400,Hiiro no Kakera DS,ds,2008,adventure,idea factory,0.0,0.0,0.05,0.0,0.05,2008-08-18 00:00:00,2008,8,august,18
13401,March of the Penguins,ds,2006,adventure,zoo digital publishing,0.04,0.0,0.0,0.0,0.05,2006-03-01 00:00:00,2006,3,march,1
13402,Rock of the Dead,x360,2010,shooter,conspiracy entertainment,0.04,0.0,0.0,0.0,0.05,2010-06-13 00:00:00,2010,6,june,13
13403,Arcana Famiglia: La storia della Aracana Famiglia,psp,2011,adventure,comfort,0.0,0.0,0.05,0.0,0.05,2011-07-17 00:00:00,2011,7,july,17
13404,Tokyo Ghoul: Jail,psv,2015,racing,namco bandai games,0.0,0.0,0.05,0.0,0.05,2015-02-14 00:00:00,2015,2,february,14
13405,City Life: World Edition,pc,2007,simulation,monte christo multimedia,0.0,0.04,0.0,0.01,0.05,2007-12-20 00:00:00,2007,12,december,20
13406,The Misadventures of Tron Bonne,ps,1999,adventure,eidos interactive,0.03,0.02,0.0,0.0,0.05,1999-05-19 00:00:00,1999,5,may,19
13407,Centipede: Infestation,3ds,2011,shooter,atari,0.04,0.0,0.0,0.0,0.05,2011-09-19 00:00:00,2011,9,september,19
13408,Wolfenstein,pc,2009,shooter,activision,0.01,0.03,0.0,0.01,0.05,2009-11-29 00:00:00,2009,11,november,29
13409,Hero Bank 2,3ds,2014,role-playing,sega,0.0,0.0,0.05,0.0,0.05,2014-01-17 00:00:00,2014,1,january,17
13410,Atelier Ayesha: The Alchemist of Dusk,psv,2014,role-playing,tecmo koei,0.0,0.0,0.05,0.0,0.05,2014-04-15 00:00:00,2014,4,april,15
13411,Brave Story: New Traveller (jp sales),psp,2006,role-playing,sony computer entertainment,0.0,0.0,0.05,0.0,0.05,2006-01-15 00:00:00,2006,1,january,15
13412,Black Jack vs. Matsudajun,ps,2000,misc,pony canyon,0.03,0.02,0.0,0.0,0.05,2000-07-13 00:00:00,2000,7,july,13
13413,Arslan: The Warriors of Legend,ps3,2015,action,tecmo koei,0.0,0.0,0.05,0.0,0.05,2015-11-05 00:00:00,2015,11,november,5
13414,SpongeBob SquarePants: Plankton's Robotic Revenge,x360,2013,shooter,activision,0.04,0.0,0.0,0.0,0.05,2013-01-13 00:00:00,2013,1,january,13
13415,Wrath Unleashed,xb,2004,strategy,lucasarts,0.03,0.01,0.0,0.0,0.05,2004-04-23 00:00:00,2004,4,april,23
13416,Yoru no Nai Kuni,ps3,2015,role-playing,tecmo koei,0.0,0.0,0.05,0.0,0.05,2015-12-02 00:00:00,2015,12,december,2
13417,Garou Densetsu 3: Road to the Final Victory,sat,1996,fighting,snk,0.0,0.0,0.05,0.0,0.05,1996-03-30 00:00:00,1996,3,march,30
13418,Bleach: Soul Carnival,psp,2008,fighting,sony computer entertainment,0.0,0.0,0.05,0.0,0.05,2008-08-28 00:00:00,2008,8,august,28
13419,Double Dragon Advance,gba,2003,action,atlus,0.03,0.01,0.0,0.0,0.05,2003-01-19 00:00:00,2003,1,january,19
13420,Sesame Street: Elmo's A-to-Zoo Adventure,pc,2010,misc,warner bros. interactive entertainment,0.04,0.0,0.0,0.0,0.05,2010-10-26 00:00:00,2010,10,october,26
13421,Family Fortunes,ds,2009,misc,mindscape,0.0,0.04,0.0,0.0,0.05,2009-03-06 00:00:00,2009,3,march,6
13422,The Bible Game,xb,2005,misc,crave entertainment,0.03,0.01,0.0,0.0,0.05,2005-08-11 00:00:00,2005,8,august,11
13423,Inspector Gadget: Gadget's Crazy Maze,ps,2001,puzzle,ubisoft,0.03,0.02,0.0,0.0,0.05,2001-11-15 00:00:00,2001,11,november,15
13424,World Fantasista,ps2,2002,sports,squaresoft,0.0,0.0,0.05,0.0,0.05,2002-05-01 00:00:00,2002,5,may,1
13425,Yager,xb,2003,shooter,thq,0.03,0.01,0.0,0.0,0.05,2003-03-30 00:00:00,2003,3,march,30
